name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Nicosia,2018-10-13,27.1,15.1,20.3,27,15.1,20.3,14.5,71.8,0.814,100,8.33,rain,0,0,,15.4,49.6,1017.8,29.1,10,191.7,16.6,7,,2018-10-13T06:50:37,2018-10-13T18:14:28,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-10-14,28.7,15.6,21.6,28,15.6,21.4,13.2,63.1,0,0,0,,0,0,,9.7,231.5,1017.5,11.1,10,215.8,18.6,8,,2018-10-14T06:51:27,2018-10-14T18:13:10,0.17,Clear,Clear conditions throughout the day.,clear-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-10-15,29.1,16.8,22,27.7,16.8,21.8,13,60.9,0,0,0,,0,0,,10.8,231.9,1017.2,43.6,10,185.2,15.9,8,,2018-10-15T06:52:18,2018-10-15T18:11:52,0.2,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-10-16,29.1,18,22.4,28.2,18,22.3,15.3,66.7,0,0,0,,0,0,,18.5,237.6,1016.8,36.1,10,147.2,12.7,5,,2018-10-16T06:53:08,2018-10-16T18:10:35,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-10-17,27.6,17.1,22.2,27.7,17.1,22.2,15.6,68.4,8.484,100,8.33,rain,0,0,,15.6,52.8,1015.5,40.7,9.5,190.2,16.3,7,,2018-10-17T06:53:59,2018-10-17T18:09:19,0.26,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"17530099999,17540099999,LCEN,17510099999,17607499999,17500099999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-10-18,29.6,20,23.8,29.5,20,23.8,15.9,63.1,0,0,0,,0,0,,14.6,209.5,1014.2,29.6,8.5,122.3,10.5,5,,2018-10-18T06:54:51,2018-10-18T18:08:03,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-10-19,30.6,18.8,24,30.1,18.8,23.8,15.1,61.1,0,0,0,,0,0,,16,79.4,1014.4,24.7,8.1,168.9,14.7,7,,2018-10-19T06:55:43,2018-10-19T18:06:49,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-10-20,29.6,19,21.8,29.3,19,21.9,16.5,73.4,0.806,100,8.33,rain,0,0,,37.4,287.2,1014.7,45.3,8.7,78,6.8,3,,2018-10-20T06:56:35,2018-10-20T18:05:35,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"17530099999,17540099999,LCEN,17510099999,17601099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-10-21,26.2,16.9,20.7,26.2,16.9,20.7,15.7,74,28.178,100,8.33,rain,0,0,,14.6,24,1014,37.1,10,182.8,15.9,7,,2018-10-21T06:57:27,2018-10-21T18:04:23,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"17530099999,LCEN,17510099999,17601099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-10-22,25.8,15.2,20.9,25.8,15.2,20.9,15.9,74.5,0.214,100,4.17,rain,0,0,,14.5,358.3,1016.8,51.7,10,144.3,12.5,6,,2018-10-22T06:58:20,2018-10-22T18:03:11,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-10-23,27.7,18.1,22.5,27.9,18.1,22.6,16.8,72.1,0,0,0,,0,0,,26.6,22.9,1014.4,46,10,97.1,8.4,4,,2018-10-23T06:59:13,2018-10-23T18:02:00,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17530099999,LCEN,17540099999,17510099999,17601099999,17607499999,17500099999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-10-24,28.7,17.4,22.4,28.4,17.4,22.3,15.1,66.3,0,0,0,,0,0,,15.5,190.6,1009.4,50.6,10,152.4,13.1,6,,2018-10-24T07:00:07,2018-10-24T18:00:51,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-10-25,25.2,16,19.6,25.2,16,19.6,12.2,64.4,1.557,100,16.67,rain,0,0,83.5,35.3,221,1003.8,55.8,10,146.2,12.8,5,,2018-10-25T07:01:01,2018-10-25T17:59:42,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"LCEN,17530099999,17540099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-10-26,20.3,11.4,15.7,20.3,11.4,15.7,5.3,53.3,80.673,100,8.33,rain,0,0,,40.4,262.3,1013.4,19.5,9.9,203.6,17.5,7,,2018-10-26T07:01:55,2018-10-26T17:58:35,0.56,Rain,Clear conditions throughout the day with rain clearing later.,rain,"17530099999,LCEN,17510099999,17601099999,17607499999,17505099999,17609099999,17515099999"
Nicosia,2018-10-27,22.2,10.8,16.4,22.2,10.8,16.4,6.5,53.9,0.004,100,4.17,rain,0,0,,18,30.5,1024.6,13.5,10.1,199.2,17.2,7,,2018-10-27T07:02:50,2018-10-27T17:57:28,0.6,Rain,Clear conditions throughout the day with morning rain.,rain,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-10-28,23.5,9.8,16.3,23.5,9.8,16.3,7.9,60.1,0,0,0,,0,0,,25.5,351.8,1026.3,6.3,10,188.8,17.1,7,,2018-10-28T06:03:45,2018-10-28T16:56:23,0.63,Clear,Clear conditions throughout the day.,clear-day,"17530099999,LCEN,17510099999,17601099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-10-29,26.1,10.2,17,26.1,10.2,17,7,56.6,0,0,0,,0,0,,8.1,23.7,1023.8,0.4,10,197.8,17.2,7,,2018-10-29T06:04:41,2018-10-29T16:55:19,0.67,Clear,Clear conditions throughout the day.,clear-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-10-30,27.7,9.2,17.7,26.7,9.2,17.6,6.4,52,0,0,0,,0,0,,14.2,14.2,1023.1,1.2,10,194.8,17,7,,2018-10-30T06:05:36,2018-10-30T16:54:16,0.7,Clear,Clear conditions throughout the day.,clear-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-10-31,28.9,9.8,18.2,27.3,9.8,17.9,5.7,50.4,0,0,0,,0,0,,16.4,348.4,1023.5,37,10,182,15.6,7,,2018-10-31T06:06:33,2018-10-31T16:53:15,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17530099999,17540099999,LCEN,17510099999,17601099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-11-01,28.6,10.2,18.4,27.1,10.2,18.1,3.3,44.7,0,0,0,,0,0,,13.3,336.1,1023.4,5,10,188.9,16.3,7,,2018-11-01T06:07:29,2018-11-01T16:52:15,0.78,Clear,Clear conditions throughout the day.,clear-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-11-02,29.1,10.3,18.6,27.4,10.3,18.3,4.1,44.3,0,0,0,,0,0,,11.6,341.5,1021.3,0,10,187.9,16.2,7,,2018-11-02T06:08:26,2018-11-02T16:51:16,0.81,Clear,Clear conditions throughout the day.,clear-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-11-03,25.7,13.6,19.4,25.7,13.6,19.4,9.8,55.6,0,0,0,,0,0,,28.9,1.7,1018.9,7.1,7.4,176.8,15.3,7,,2018-11-03T06:09:23,2018-11-03T16:50:18,0.85,Clear,Clear conditions throughout the day.,clear-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-11-04,23.4,17.2,20.4,23.4,17.2,20.4,9.5,50.4,0.235,100,8.33,rain,0,0,79.6,35.5,11.1,1017.7,57.6,8.2,112.2,9.5,4,,2018-11-04T06:10:20,2018-11-04T16:49:22,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-11-05,23.4,14.7,18.6,23.4,14.7,18.6,9.6,58,0,0,0,,0,0,,20.2,252.8,1015.4,50.4,10,162.6,14.2,6,,2018-11-05T06:11:18,2018-11-05T16:48:27,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-11-06,24.6,12.3,17.9,24.6,12.3,17.9,9.2,60.2,0,0,0,,0,0,,14.6,0.8,1016.1,18,10,169.4,14.5,6,,2018-11-06T06:12:16,2018-11-06T16:47:34,0.96,Clear,Clear conditions throughout the day.,clear-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-11-07,25.2,11,17.5,25.2,11,17.5,9.2,61.8,0.07,100,4.17,rain,0,0,,13,22.7,1019,11.1,10,167.7,14.5,6,,2018-11-07T06:13:14,2018-11-07T16:46:42,0,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-11-08,22.7,12.3,16.7,22.7,12.3,16.7,11,70.1,0.018,100,4.17,rain,0,0,,17.6,44.3,1019.5,45,10,162.6,14,6,,2018-11-08T06:14:12,2018-11-08T16:45:52,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-11-09,22.2,13,16.5,22.2,13,16.5,10.8,70.4,0.051,100,4.17,rain,0,0,,23.2,338.4,1017.4,48.6,10,133.5,11.5,5,,2018-11-09T06:15:11,2018-11-09T16:45:03,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"LCEN,17530099999,17510099999,17601099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-11-10,22.2,11.7,16.9,22.2,11.7,16.9,10.2,66.4,0.071,100,8.33,rain,0,0,,22,359.4,1017,47.6,10,142.4,12.3,6,,2018-11-10T06:16:09,2018-11-10T16:44:16,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-11-11,21.1,14,17.1,21.1,14,17.1,11.5,70.7,1.775,100,4.17,rain,0,0,,21.1,317.4,1019.8,43,9.9,144.7,12.4,6,,2018-11-11T06:17:08,2018-11-11T16:43:30,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-11-12,22.3,13,17.1,22.3,13,17.1,8.3,57.2,0.598,100,4.17,rain,0,0,,26,261.2,1021.8,27.5,10,159.4,13.7,6,,2018-11-12T06:18:07,2018-11-12T16:42:46,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-11-13,21.9,10.2,15.3,21.9,10.2,15.3,10.9,75.9,1.535,100,8.33,rain,0,0,,18.2,305.8,1018.7,44.3,9.9,110.5,9.6,4,,2018-11-13T06:19:06,2018-11-13T16:42:04,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"17530099999,LCEN,17540099999,17510099999,17601099999,17607499999,17550099999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-11-14,20.7,14.8,18.2,20.7,14.8,18.2,4.9,43,0,0,0,,0,0,,37.1,316.7,1013.5,20.2,10,142.7,12.4,6,,2018-11-14T06:20:05,2018-11-14T16:41:23,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-11-15,19.1,10,14.9,19.1,10,14.9,2,42.8,0,0,0,,0,0,,24.2,6.2,1015.1,29.6,10,164.1,14.1,6,,2018-11-15T06:21:04,2018-11-15T16:40:44,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-11-16,18.9,9,13.4,18.9,7.6,13.3,4.7,56.6,0.03,100,4.17,rain,0,0,,20.2,314,1017.9,45.6,10,159.6,13.7,6,,2018-11-16T06:22:03,2018-11-16T16:40:07,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"17530099999,17540099999,LCEN,17510099999,17601099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-11-17,19.3,6.6,12.4,19.3,6.6,12.4,5.1,62.3,0,0,0,,0,0,,22.4,45.9,1025.5,64.3,10,99.3,8.5,4,,2018-11-17T06:23:02,2018-11-17T16:39:31,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-11-18,21.4,8.7,14.8,21.4,8.7,14.8,7.7,63.7,0,0,0,,0,0,,14.9,45.9,1022.3,68.4,10,103.3,8.9,4,,2018-11-18T06:24:01,2018-11-18T16:38:57,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17530099999,17540099999,LCEN,17510099999,17601099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-11-19,23.3,11.5,16.3,23.3,11.5,16.3,9.3,64.6,0,0,0,,0,0,,22,54.6,1020.1,59.9,10,131.3,11.3,5,,2018-11-19T06:25:00,2018-11-19T16:38:25,0.38,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999"
Nicosia,2018-11-20,24.2,10.2,16.4,24.2,10.2,16.4,10,68.5,0,0,0,,0,0,,12.3,235.4,1022.9,60.4,10,126.5,11,6,,2018-11-20T06:25:59,2018-11-20T16:37:55,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-11-21,21.7,11.2,16.2,21.7,11.2,16.2,11.5,74.9,0,0,0,,0,0,,11.1,256.2,1019.5,80.8,10,85.7,7.5,4,,2018-11-21T06:26:57,2018-11-21T16:37:27,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17530099999,LCEN,17510099999,17601099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-11-22,23.2,11.1,16.8,23.2,11.1,16.8,11.4,72.3,1.109,100,12.5,rain,0,0,,23,228.9,1014.2,41.2,9.9,133.9,11.6,5,,2018-11-22T06:27:56,2018-11-22T16:37:00,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-11-23,20.2,9.4,14.1,20.2,8.9,14.1,9.4,74.6,0.987,100,16.67,rain,0,0,,29,0.5,1013.9,61.9,9.8,76.5,6.7,3,,2018-11-23T06:28:54,2018-11-23T16:36:35,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-11-24,17,12.8,14.6,17,12.8,14.6,11.5,82,26.043,100,16.67,rain,0,0,,25.2,328.8,1018.9,73.4,9.5,133.5,11.6,5,,2018-11-24T06:29:52,2018-11-24T16:36:12,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-11-25,20.6,10.3,14.8,20.6,10.3,14.8,10.2,75.8,0.003,100,4.17,rain,0,0,,16.4,236.5,1020.2,51.8,9.9,121.3,10.5,6,,2018-11-25T06:30:49,2018-11-25T16:35:52,0.58,"Rain, Partially cloudy",Becoming cloudy in the afternoon with early morning rain.,rain,"17530099999,LCEN,17510099999,17601099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-11-26,20.2,8.7,14.5,20.2,7.9,14.5,9.6,74.3,0,0,0,,0,0,,7.7,308.6,1019.7,48.6,10,62.1,5.4,3,,2018-11-26T06:31:46,2018-11-26T16:35:32,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-11-27,21.3,11.2,16,21.3,11.2,16,12,78.2,0.031,100,4.17,rain,0,0,,17.9,36.9,1020.2,59.2,10,130,11.2,5,,2018-11-27T06:32:42,2018-11-27T16:35:15,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999"
Nicosia,2018-11-28,20.7,11.8,16.2,20.7,11.8,16.2,13.4,84,0.001,100,4.17,rain,0,0,,23.6,39.4,1018,75.1,8.8,111,9.6,5,,2018-11-28T06:33:38,2018-11-28T16:35:00,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-11-29,20.2,15,17.7,20.2,15,17.7,14.3,81.2,0,0,0,,0,0,,24.1,35,1014.7,78.7,8.5,91.7,7.9,4,,2018-11-29T06:34:34,2018-11-29T16:34:47,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17530099999,17510099999,17601099999,17607499999,17550099999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-11-30,19.8,12.9,14.9,19.8,12.9,14.9,11.5,81.2,5.779,100,12.5,rain,0,0,79.6,12.4,18.3,1012.8,55.4,9.7,112.6,9.6,5,,2018-11-30T06:35:29,2018-11-30T16:34:36,0.75,"Rain, Partially cloudy",Becoming cloudy in the afternoon with a chance of rain throughout the day.,rain,"17530099999,LCEN,17540099999,17510099999,17601099999,17607499999,17500099999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-12-01,19.2,9.9,14.2,19.2,9.9,14.2,11,82.1,28.605,100,8.33,rain,0,0,57.6,10.7,25.3,1017.3,45.4,10,124.1,10.7,5,,2018-12-01T06:36:23,2018-12-01T16:34:26,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"LCEN,17530099999,17601099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-12-02,19.2,10.3,14.4,19.2,10.3,14.4,11.7,84.8,0.961,100,12.5,rain,0,0,,11.5,5.5,1020.2,65.9,9.9,113.4,9.7,5,,2018-12-02T06:37:17,2018-12-02T16:34:19,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"17530099999,17540099999,LCEN,17510099999,17601099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-12-03,19.4,10.3,15,19.4,10.3,15,11.1,79.1,0.001,100,4.17,rain,0,0,,25.8,35.5,1015.8,64.9,8.2,126.2,10.9,5,,2018-12-03T06:38:10,2018-12-03T16:34:13,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"17530099999,LCEN,17540099999,17510099999,17601099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-12-04,17.7,11.4,14.6,17.7,11.4,14.6,11.3,81.4,2.706,100,12.5,rain,0,0,68.4,37.5,17.4,1011.1,77,9.8,102.5,9,4,,2018-12-04T06:39:02,2018-12-04T16:34:10,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-12-05,17.9,12.1,14.5,17.9,12.1,14.5,11.8,84,8.695,100,16.67,rain,0,0,,21.4,42.4,1009,86.7,9.5,118.1,10.1,5,,2018-12-05T06:39:53,2018-12-05T16:34:09,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-12-06,17.5,11.3,13.8,17.5,11.3,13.8,10.9,83.3,4.458,100,16.67,rain,0,0,,11.3,14.5,1006,80.1,9.9,69,6,3,,2018-12-06T06:40:44,2018-12-06T16:34:09,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-12-07,15.5,9.6,12.4,15.5,9.6,12.4,8,76,11.136,100,12.5,rain,0,0,,24.9,303.4,1010.2,67.2,9.9,94.3,8.2,4,,2018-12-07T06:41:33,2018-12-07T16:34:11,0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-12-08,18.4,7,12.8,18.4,7,12.8,7.7,72.8,0.003,100,4.17,rain,0,0,,6.1,272.1,1016.6,43.8,10,108.1,9.3,5,,2018-12-08T06:42:22,2018-12-08T16:34:16,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-12-09,19,7.9,13,19,7.9,13,8.4,75.5,0.015,100,8.33,rain,0,0,,15.1,335.7,1019.3,35.8,10,136.3,11.8,5,,2018-12-09T06:43:09,2018-12-09T16:34:22,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-12-10,19.8,11.3,15.2,19.8,11.3,15.2,9.8,71.9,2.073,100,12.5,rain,0,0,66.6,18.7,100.6,1015.6,58.2,9.8,118.5,10.3,5,,2018-12-10T06:43:55,2018-12-10T16:34:30,0.1,"Rain, Partially cloudy",Clearing in the afternoon with rain.,rain,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-12-11,19,13,15.6,19,13,15.6,9.6,68.6,1.793,100,16.67,rain,0,0,77.8,35.2,243.8,1013.4,59.7,9.6,128.6,11.1,5,,2018-12-11T06:44:41,2018-12-11T16:34:40,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"17530099999,LCEN,17540099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-12-12,17.2,11.7,14.2,17.2,11.7,14.2,6.2,59.7,0.088,100,12.5,rain,0,0,61.2,42.2,215.9,1015.4,47.2,10,112,9.6,4,,2018-12-12T06:45:25,2018-12-12T16:34:52,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-12-13,15.3,6.7,11.3,15.3,6.7,11.3,3.8,61.8,0,0,0,,0,0,,18.7,250.5,1023.8,41.3,10,135.8,11.8,6,,2018-12-13T06:46:08,2018-12-13T16:35:06,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17530099999,17540099999,LCEN,17510099999,17607499999,17500099999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-12-14,17.1,4.2,10.7,17.1,4.2,10.7,6.9,78.5,0.068,100,4.17,rain,0,0,,19.6,44.9,1026.7,52.5,10,99.2,8.5,4,,2018-12-14T06:46:50,2018-12-14T16:35:22,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-12-15,18.5,11.7,14.4,18.5,11.7,14.4,9.4,73.4,0.266,100,4.17,rain,0,0,,23.8,41.1,1025.4,64.1,10,122.3,10.4,5,,2018-12-15T06:47:30,2018-12-15T16:35:40,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-12-16,18.1,8,13.3,18.1,8,13.2,8.6,74.2,0,0,0,,0,0,,23.3,38.6,1019.7,52.7,10,109.9,9.6,4,,2018-12-16T06:48:09,2018-12-16T16:36:00,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-12-17,17.5,10.1,13,17.5,10.1,13,10.3,84.8,1.656,100,12.5,rain,0,0,70.6,22.2,27.7,1016.4,60.1,8.9,73.8,6.3,3,,2018-12-17T06:48:47,2018-12-17T16:36:21,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"17530099999,17540099999,LCEN,17510099999,17601099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-12-18,19.4,9.4,13.8,19.4,9.4,13.8,10.1,79.6,0.699,100,16.67,rain,0,0,79.6,20.9,92.1,1019.3,62.9,9.8,129.2,11.2,5,,2018-12-18T06:49:23,2018-12-18T16:36:44,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-12-19,13.5,9.1,11.6,13.5,9.1,11.5,9.8,89.1,12.83,100,16.67,rain,0,0,79.6,16.4,37.2,1015.9,80.9,9.2,91,8,4,,2018-12-19T06:49:58,2018-12-19T16:37:09,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-12-20,16.9,9.9,13.1,16.9,9.4,13.1,8.6,75.1,9.024,100,8.33,rain,0,0,,23.6,267.7,1019.1,43,9.9,120.9,10.5,5,,2018-12-20T06:50:31,2018-12-20T16:37:36,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-12-21,18.1,7.5,12.1,18.1,6.5,11.9,7.7,75.9,0.026,100,4.17,rain,0,0,,9.7,257.2,1025.7,13.5,10,137.2,11.9,6,,2018-12-21T06:51:03,2018-12-21T16:38:04,0.46,Rain,Clear conditions throughout the day with early morning rain.,rain,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-12-22,17.2,5.8,10.9,17.2,5.6,10.8,7.1,79.3,0,0,0,,0,0,,16,228.2,1024.9,20.5,10,131.2,11.3,5,,2018-12-22T06:51:33,2018-12-22T16:38:34,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17530099999,LCEN,17510099999,17601099999,17607499999,17500099999,17505099999,17609099999,17515099999,17535099999"
